Plan de estudios,Nivel de Estudios,Tipo Especial,Año Academico,Número de Matrículas,Nº Matriculados,Nº Aprobados,Rendimiento,Aprobados en 1ª Mat,Matriculados por 1ª vez,Rendimiento en 1ª Mat,Aprobados en 2ª Mat,Matriculados por 2ª vez,Rendimiento en 2ª Mat,Aprobados en 3ª Mat,Matriculados por 3ª vez o más,Rendimiento en 3ª Mat,Eficiencia en matrícula,Codigo+Centro,Asignatura,Tipo Asignatura,Curso,Tipo Convalidación
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,7,3,"42,8571428571429",,,,,,,3,7,"42,8571428571429","14,2857142857143",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000306                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,2,1,50,,,,,,,1,2,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000307                      - SEGURIDAD DE LA INFORMACION,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,8,5,"62,5",,,,,,,5,8,"62,5","20,8333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000308                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,4,3,75,,,,,,,3,4,75,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000309                      - INTELIGENCIA ARTIFICIAL,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,18,9,50,,,,,,,9,18,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000311                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,12,4,"33,3333333333333",,,,,,,4,12,"33,3333333333333","11,1111111111111",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000312                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,4,2,50,,,,,,,2,4,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000313                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000317                      - ARQUITECTURAS AVANZADAS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,4,4,100,,,,,,,4,4,100,"33,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000318                      - TECNOLOGIA DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000319                      - PROGRAMACION DE HW RECONFIGURABLE,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,1,1,100,,,,,,,1,1,100,"33,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000332                      - ENGLISH FOR PROFESSIONAL AND ACADEMIC COMMUNICATION,OBLIGATORIA,4,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,3,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000470                      - SISTEMAS INTELIGENTES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,9,4,"44,4444444444444",,,,,,,4,9,"44,4444444444444","11,1111111111111",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000213                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,13,7,"53,8461538461538",,,,,,,7,13,"53,8461538461538","13,4615384615385",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000214                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,14,6,"42,8571428571429",,,,,,,6,14,"42,8571428571429","10,7142857142857",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000215                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,2,1,50,,,,,,,1,2,50,"12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000216                      - LOGICA Y MATEMATICA DISCRETA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,8,3,"37,5",,,,,,,3,8,"37,5","9,375",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000217                      - ALGEBRA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,8,5,"62,5",,,,,,,5,8,"62,5","15,625",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000218                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,5,2,40,,,,,,,2,5,40,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000219                      - ESTRUCTURAS DE DATOS,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,6,2,"33,3333333333333",,,,,,,2,6,"33,3333333333333","8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000220                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,5,1,20,,,,,,,1,5,20,5,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000221                      - TALLER DE SISTEMAS OPERATIVOS,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,12,7,"58,3333333333333",,,,,,,7,12,"58,3333333333333","14,5833333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000222                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,1,1,100,,,,,,,1,1,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000224                      - FUNDAMENTOS DE SEGURIDAD,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,9,5,"55,5555555555556",,,,,,,5,9,"55,5555555555556","13,8888888888889",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000300                      - BASES DE DATOS,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,11,4,"36,3636363636364",,,,,,,4,11,"36,3636363636364","9,09090909090909",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000302                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,5,1,20,,,,,,,1,5,20,5,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000303                      - FUNDAMENTOS DE INGENIERIA DEL SOFTWARE,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,1,1,100,,,,,,,1,1,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000304                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,5,4,80,,,,,,,4,5,80,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000305                      - PROGRAMACION CONCURRENTE Y AVANZADA,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,4,2,50,,,,,,,2,4,50,"12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000306                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000307                      - SEGURIDAD DE LA INFORMACION,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,5,2,40,,,,,,,2,5,40,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000308                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,11,2,"18,1818181818182",,,,,,,2,11,"18,1818181818182","4,54545454545455",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000311                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,2,1,50,,,,,,,1,2,50,"12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000312                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000313                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000317                      - ARQUITECTURAS AVANZADAS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,4,3,1,"33,3333333333333",,,,,,,1,3,"33,3333333333333","8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000318                      - TECNOLOGIA DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,8,2,25,,,,,,,2,8,25,5,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000213                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,5,5,100,,,,,,,5,5,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000214                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,7,4,"57,1428571428571",,,,,,,4,7,"57,1428571428571","11,4285714285714",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000215                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,4,1,25,,,,,,,1,4,25,5,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000217                      - ALGEBRA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,2,2,100,,,,,,,2,2,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000218                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000219                      - ESTRUCTURAS DE DATOS,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000220                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000222                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,1,100,,,,,,,1,1,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000224                      - FUNDAMENTOS DE SEGURIDAD,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,1,100,,,,,,,1,1,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000301                      - FUNDAMENTOS DE ECONOMIA Y EMPRESA,TRONCAL,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000302                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000303                      - FUNDAMENTOS DE INGENIERIA DEL SOFTWARE,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,1,100,,,,,,,1,1,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000308                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000311                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000312                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,5,1,1,100,,,,,,,1,1,100,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000317                      - ARQUITECTURAS AVANZADAS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,5,1,20,,,,,,,1,5,20,"3,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000215                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000217                      - ALGEBRA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,2,1,50,,,,,,,1,2,50,"8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000222                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000302                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,1,1,100,,,,,,,1,1,100,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000308                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,6,2,1,50,,,,,,,1,2,50,"8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000311                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000213                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000218                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,2,1,50,,,,,,,1,2,50,"7,14285714285714",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000220                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000221                      - TALLER DE SISTEMAS OPERATIVOS,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000222                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,2,1,50,,,,,,,1,2,50,"7,14285714285714",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000302                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000304                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000306                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,2,1,50,,,,,,,1,2,50,"7,14285714285714",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000308                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,2,1,50,,,,,,,1,2,50,"7,14285714285714",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000311                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,7,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000312                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,8,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000313                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,9,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000215                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61CI - GRADO EN INGENIERIA DE COMPUTADORES,GRADO,PLAN_ORDINARIO,2023-24,9,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000220                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,10,8,80,8,10,80,,,,,,,80,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000570                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,5,5,100,5,5,100,,,,,,,100,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000571                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,7,6,"85,7142857142857",6,7,"85,7142857142857",,,,,,,"85,7142857142857",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000572                      - BASES DE DATOS,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,3,2,"66,6666666666667",2,3,"66,6666666666667",,,,,,,"66,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000573                      - INTELIGENCIA ARTIFICIAL,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,6,5,"83,3333333333333",5,6,"83,3333333333333",,,,,,,"83,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000574                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,6,4,"66,6666666666667",4,6,"66,6666666666667",,,,,,,"66,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000575                      - FUNDAMENTOS DE INGENIERIA DEL SOFTWARE,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,3,2,"66,6666666666667",2,3,"66,6666666666667",,,,,,,"66,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000576                      - FUNDAMENTOS DE ECONOMIA Y EMPRESA,TRONCAL,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,6,4,"66,6666666666667",4,6,"66,6666666666667",,,,,,,"66,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000577                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,8,7,"87,5",7,8,"87,5",,,,,,,"87,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000578                      - PROGRAMACION CONCURRENTE Y AVANZADA,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,3,3,100,3,3,100,,,,,,,100,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000579                      - SEGURIDAD DE LA INFORMACION,OBLIGATORIA,2,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,12,9,75,9,12,75,,,,,,,75,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000800                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,10,8,80,8,10,80,,,,,,,80,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000801                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61CT - DOBLE GRADO INGENIERIA COMPUTADORES Y TECNOLOGIAS PARA SOCIEDAD INFORMACION,GRADO,PLAN_ORDINARIO,2023-24,1,7,4,"57,1428571428571",4,7,"57,1428571428571",,,,,,,"57,1428571428571",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000802                      - TRADUCTORES DE LENGUAJES DE PROGRAMACIÓN,OBLIGATORIA,3,ACTAS
